138
22	1409.1031	3097.803	351.99057	0.0	0.0	1080.0	2.4799986
25	1206.6971	3100.715	392.50027	0.0	0.0	0.0	1.1499999
20	1192.3170	3100.621	328.42935	0.0	0.0	90.0	1.2499998
22	1555.1674	3099.949	352.99051	0.0	0.0	1080.0	2.4799986
4	1559.3549	3099.663	325.06213	-90.0	0.0	900.0	1.4999995
4	1454.9606	3099.843	325.06207	-90.0	0.0	900.0	1.4999995
28	1503.1532	3078.219	478.75018	0.0	0.0	0.0	1.6399994
95	895.2236	2948.836	392.11835	0.0	0.0	0.0	0.4800005
14	1175.2994	3969.749	254.78778	0.0	0.0	90.0	0.7700002
17	1315.1171	4255.929	159.92194	0.0	0.0	90.0	0.5000005
17	1309.8386	4021.078	149.27991	0.0	0.0	270.0	0.5000005
26	1192.6725	3837.688	301.11877	0.0	0.0	90.0	1.4399996
14	1167.2302	3690.055	253.92218	0.0	0.0	90.0	0.7700002
26	1190.6434	3543.795	301.11877	0.0	0.0	90.0	1.4399996
26	1188.8495	3260.681	301.11877	0.0	0.0	90.0	1.4399996
26	1196.3889	4100.190	301.11877	0.0	0.0	90.0	1.4399996
12	1208.8325	4098.610	283.53699	0.0	0.0	90.0	0.6500003
14	1178.9932	4228.022	254.78778	0.0	0.0	90.0	0.7700002
26	1192.1499	4370.329	301.11877	0.0	0.0	90.0	1.4399996
107	1215.4199	3834.908	358.00012	0.0	0.0	180.0	0.6000004
107	1211.3175	3260.175	358.00012	0.0	0.0	180.0	0.6000004
14	1168.0161	3400.379	253.92218	0.0	0.0	90.0	0.7700002
17	1288.5337	3264.500	292.11841	0.0	0.0	630.0	0.6000004
17	1293.9055	3556.128	292.11841	0.0	0.0	810.0	0.6000004
17	1288.1696	3879.075	292.11841	0.0	0.0	990.0	0.6000004
17	1290.9811	4177.220	292.11841	0.0	0.0	1170.0	0.6000004
12	1202.4583	3545.086	283.53699	0.0	0.0	90.0	0.6200004
17	1285.1113	4502.440	292.11841	0.0	0.0	1350.0	0.6000004
17	1295.3979	4795.205	292.11841	0.0	0.0	1530.0	0.6000004
26	1190.8694	4654.486	301.11877	0.0	0.0	90.0	1.4399996
25	1226.2749	3400.296	392.50027	0.0	0.0	0.0	1.1499999
25	1230.0884	3688.981	392.50027	0.0	0.0	0.0	1.1499999
25	1233.4614	3965.670	392.50027	0.0	0.0	0.0	1.1499999
25	1233.8517	4230.702	392.54874	0.0	0.0	0.0	1.1499999
14	1176.3997	4517.114	254.78778	0.0	0.0	90.0	0.7700002
25	1231.1183	4517.132	392.50021	0.0	0.0	0.0	1.1499999
107	1214.8578	4371.940	358.00012	0.0	0.0	180.0	0.6000004
12	1207.2462	4659.254	283.53696	0.0	0.0	90.0	0.6200004
56	1554.0894	4083.418	500.14246	0.0	0.0	-100.0	1.8599992
56	1595.9686	3336.112	514.59442	0.0	0.0	-140.0	1.7399993
22	1406.2158	5097.460	350.99051	0.0	0.0	1260.0	2.4799986
25	1208.9402	5095.522	391.50027	0.0	0.0	0.0	1.1499999
28	1505.2971	5118.788	469.02594	0.0	0.0	-180.0	1.6399994
4	1564.2379	5095.909	322.16876	-90.0	0.0	1080.0	1.4999995
4	1454.0537	5096.305	322.16882	-90.0	0.0	1080.0	1.4999995
17	1293.0110	4941.571	291.11841	0.0	0.0	1530.0	0.6000004
26	1188.1387	4936.356	301.11877	0.0	0.0	90.0	1.4399996
20	1193.4559	5095.195	328.42935	0.0	0.0	90.0	1.2499998
14	1168.8674	4800.333	254.78778	0.0	0.0	90.0	0.7700002
